"","NUMPC","TVCOLOR","INTRR","MONEYPY","TVRR","FUELRR","TOTSQFT","NHSLDMEM"
"2742",1,2,0,10,3,"Electricity",414,1
"2743",1,1,1,11,2,"Electricity",512,1
"2744",1,1,1,5,2,"Propane",1053,1
"2745",2,3,1,6,3,"Electricity",2772,3
"2746",2,4,1,14,3,"Electricity",2700,2
"2747",2,4,1,12,2,"Electricity",8696,3
"2748",1,3,0,13,3,"Natural Gas",3217,1
"2749",2,1,1,7,1,"Electricity",1012,2
"2750",2,3,1,11,3,"Natural Gas",1659,4
"2751",1,2,1,23,2,"Natural Gas",3630,2
"2752",0,1,NA,17,2,"Electricity",2695,1
"2753",0,3,NA,2,5,"Electricity",980,3
"2754",0,2,NA,9,2,"Natural Gas",795,5
"2755",1,2,1,11,5,"Natural Gas",1372,2
"2756",2,1,1,10,2,"Electricity",4063,1
"2757",0,3,NA,4,5,"Electricity",1056,3
"2758",1,3,1,14,5,"Electricity",1218,6
"2759",1,2,1,9,2,"Electricity",1794,1
"2760",4,6,1,24,3,"Fuel Oil",5032,2
"2761",0,1,NA,4,3,"Natural Gas",596,2
"2762",2,3,1,12,3,"Natural Gas",2142,9
"2763",1,4,1,12,3,"Natural Gas",2938,1
"2764",1,3,1,24,4,"Natural Gas",2854,3
"2765",2,3,1,20,3,"Natural Gas",2436,3
"2766",1,2,0,13,2,"Natural Gas",580,2
"2767",1,2,1,12,4,"Natural Gas",2894,4
"2768",4,0,1,24,NA,"Natural Gas",2340,4
"2769",1,1,1,5,3,"Electricity",1280,2
"2770",2,4,1,16,3,"Natural Gas",6633,7
"2771",1,2,1,14,4,"Wood",4600,2
"2772",2,2,1,24,2,"Natural Gas",3640,4
"2773",1,1,1,20,2,"Electricity",2362,1
"2774",0,2,NA,12,3,"Electricity",642,1
"2775",1,4,1,24,3,"Electricity",2377,3
"2776",1,4,1,16,4,"Natural Gas",3168,6
"2777",0,2,NA,14,3,"Electricity",690,1
"2778",0,2,NA,6,2,"Natural Gas",1352,3
"2779",4,3,1,13,4,"Natural Gas",2610,6
"2780",3,2,1,24,2,"Fuel Oil",6476,3
"2781",2,4,1,20,2,"Natural Gas",5130,5
"2782",0,3,NA,12,5,"Electricity",1175,6
"2783",3,4,1,13,4,"Natural Gas",1139,2
"2784",2,4,1,5,3,"Natural Gas",2344,2
"2785",1,2,1,19,1,"Natural Gas",4360,1
"2786",2,2,1,14,3,"Natural Gas",2516,3
"2787",0,1,NA,4,5,"Natural Gas",1224,1
"2788",0,2,NA,5,4,"Electricity",500,1
"2789",1,1,1,7,3,"Electricity",2028,2
"2790",1,1,0,10,1,"Electricity",324,1
"2791",2,10,1,24,2,"Natural Gas",8844,3
"2792",4,3,1,23,2,"Natural Gas",5264,5
"2793",1,2,1,9,4,"Natural Gas",1509,2
"2794",3,2,1,21,3,"Electricity",3450,2
"2795",1,1,1,15,2,"Natural Gas",2240,1
"2796",0,3,NA,15,4,"Electricity",980,3
"2797",2,2,1,16,3,"Natural Gas",907,2
"2798",2,3,1,12,3,"Natural Gas",2323,5
"2799",1,5,1,23,4,"Natural Gas",4231,3
"2800",1,1,0,7,5,"Natural Gas",1844,1
"2801",1,0,1,6,NA,"Propane",840,1
"2802",4,3,1,13,2,"Natural Gas",2856,3
"2803",1,3,1,6,4,"Electricity",784,2
"2804",1,4,1,24,3,"Natural Gas",7571,3
"2805",2,2,1,10,3,"Electricity",1428,2
"2806",2,1,1,14,3,"Electricity",980,4
"2807",0,1,NA,13,3,"Natural Gas",988,4
"2808",3,2,1,9,2,"Electricity",2310,3
"2809",2,1,1,9,3,"Electricity",940,4
"2810",1,3,1,13,3,"Electricity",1176,6
"2811",1,4,1,8,4,"Natural Gas",2208,5
"2812",3,2,1,3,2,"Natural Gas",1200,2
"2813",1,3,1,4,5,"Natural Gas",2280,2
"2814",2,1,1,5,5,"Natural Gas",651,1
"2815",0,2,NA,11,4,"Natural Gas",483,4
"2816",2,1,1,1,4,"Natural Gas",5092,2
"2817",1,5,1,22,5,"Natural Gas",2103,5
"2818",0,3,NA,8,3,"Electricity",1800,3
"2819",1,2,1,2,2,"Natural Gas",2206,3
"2820",2,3,1,14,2,"Electricity",2250,1
"2821",0,1,NA,5,5,NA,181,1
"2822",0,1,NA,3,3,"Electricity",473,1
"2823",2,2,1,8,1,"Natural Gas",479,1
"2824",1,3,1,13,3,"Natural Gas",1312,3
"2825",3,1,1,23,1,"Propane",2564,4
"2826",3,3,1,16,4,"Natural Gas",4149,4
"2827",1,3,1,24,2,"Natural Gas",5694,5
"2828",8,4,1,24,4,"Natural Gas",5460,3
"2829",1,3,1,14,5,"Natural Gas",1800,3
"2830",3,5,1,23,3,"Natural Gas",5814,2
"2831",0,2,NA,8,3,"Natural Gas",483,4
"2832",1,1,1,10,4,"Natural Gas",706,2
"2833",1,3,1,5,5,"Natural Gas",1216,1
"2834",3,3,1,20,2,"Electricity",4416,3
"2835",2,2,1,6,5,"Electricity",891,3
"2836",0,2,NA,7,3,"Natural Gas",1913,2
"2837",2,3,1,14,2,"Propane",2880,2
"2838",3,3,1,24,3,"Natural Gas",2137,2
"2839",3,2,1,24,1,"Natural Gas",1447,3
"2840",4,3,1,9,3,"Electricity",2714,3
"2841",1,1,1,11,3,"Electricity",788,1
"2842",1,4,1,13,4,"Electricity",1440,6
"2843",0,2,NA,7,3,"Natural Gas",997,1
"2844",3,6,1,24,5,"Natural Gas",2911,4
"2845",0,2,NA,8,2,"Natural Gas",1600,1
"2846",1,1,1,23,2,"Natural Gas",2368,3
"2847",2,3,1,24,4,"Natural Gas",747,1
"2848",1,2,1,14,3,"Natural Gas",2228,3
"2849",1,2,1,7,3,"Propane",1962,2
"2850",0,2,NA,8,3,"Electricity",1280,1
"2851",2,4,1,22,2,"Natural Gas",3376,2
"2852",2,4,1,23,3,"Electricity",2804,3
"2853",0,3,NA,5,5,"Natural Gas",2035,2
"2854",1,2,1,8,2,"Natural Gas",909,3
"2855",1,3,0,10,3,"Natural Gas",1490,2
"2856",0,2,NA,10,2,"Natural Gas",1936,5
"2857",0,1,NA,5,4,"Electricity",735,1
"2858",1,2,1,24,3,"Natural Gas",1362,1
"2859",3,3,1,24,4,"Natural Gas",1760,4
"2860",2,6,1,22,4,"Electricity",2400,5
"2861",2,5,1,17,4,"Natural Gas",2377,6
"2862",2,4,1,2,3,"Natural Gas",4012,3
"2863",2,1,1,15,1,"Natural Gas",2208,2
"2864",0,0,NA,4,NA,"Propane",2466,1
"2865",3,4,1,19,1,"Electricity",1800,5
"2866",1,4,0,7,4,"Natural Gas",1803,1
"2867",2,3,1,17,3,"Electricity",2496,3
"2868",0,0,NA,4,NA,"Natural Gas",100,1
"2869",0,4,NA,6,5,"Natural Gas",1055,2
"2870",0,5,NA,6,3,"Electricity",1372,2
"2871",4,6,1,24,3,"Natural Gas",6768,4
"2872",3,2,1,16,3,"Natural Gas",4512,4
"2873",0,1,NA,4,1,"Electricity",568,1
"2874",0,3,NA,9,2,"Natural Gas",2496,3
"2875",3,2,1,24,3,"Natural Gas",1719,3
"2876",0,2,NA,1,2,"Electricity",756,2
"2877",1,3,1,14,2,"Natural Gas",1496,3
"2878",1,6,1,23,3,"Natural Gas",1860,2
"2879",0,2,NA,4,5,"Natural Gas",2626,1
"2880",0,2,NA,4,5,"Electricity",1596,2
"2881",3,3,1,11,5,"Natural Gas",1386,3
"2882",1,1,1,9,4,"Electricity",720,1
"2883",2,2,1,17,3,"Natural Gas",3000,2
"2884",1,2,1,24,2,"Natural Gas",5440,2
"2885",0,2,NA,11,4,"Natural Gas",2184,2
"2886",1,3,1,15,5,"Electricity",1750,2
"2887",4,5,1,24,3,"Natural Gas",3016,6
"2888",1,2,1,16,5,"Electricity",2090,3
"2889",2,4,1,20,2,"Natural Gas",3795,2
"2890",0,2,NA,7,3,"Natural Gas",1957,1
"2891",0,3,NA,8,1,"Electricity",670,5
"2892",0,4,NA,18,3,"Electricity",1431,2
"2893",1,4,1,24,4,"Natural Gas",5720,3
"2894",1,3,1,9,2,"Natural Gas",1847,1
"2895",1,2,1,7,1,"Natural Gas",799,1
"2896",1,2,1,23,3,"Natural Gas",1991,2
"2897",2,2,1,18,3,"Electricity",1241,3
"2898",1,1,1,9,3,"Electricity",945,2
"2899",2,6,1,12,5,"Electricity",2208,6
"2900",3,3,1,11,4,"Electricity",3514,3
"2901",2,4,1,24,3,"Natural Gas",4116,3
"2902",0,2,NA,6,5,"Natural Gas",675,2
"2903",0,1,NA,4,4,"Electricity",591,1
"2904",3,3,1,24,2,"Electricity",2433,2
"2905",1,3,1,4,5,"Electricity",864,3
"2906",0,2,NA,6,5,"Natural Gas",721,2
"2907",0,1,NA,12,5,"Electricity",2400,2
"2908",0,1,NA,4,2,"Electricity",600,1
"2909",1,1,1,17,3,"Natural Gas",1437,1
"2910",2,1,1,24,1,"Electricity",2800,2
"2911",1,2,1,21,3,"Natural Gas",1968,2
"2912",0,1,NA,6,3,"Electricity",605,1
"2913",0,2,NA,6,5,"Natural Gas",2615,2
"2914",0,3,NA,1,5,"Natural Gas",1334,5
"2915",1,2,1,21,3,"Natural Gas",1232,1
"2916",3,5,1,16,2,"Propane",4320,3
"2917",0,1,NA,9,5,"Natural Gas",2200,1
"2918",1,1,0,8,4,"Natural Gas",731,1
"2919",1,3,0,6,3,"Natural Gas",886,3
"2920",1,5,1,10,3,"Electricity",1012,2
"2921",1,1,1,10,2,"Electricity",910,1
"2922",1,4,1,16,4,"Electricity",2100,3
"2923",0,2,NA,5,5,"Natural Gas",1161,2
"2924",1,2,1,5,3,"Electricity",216,5
"2925",0,2,NA,9,4,"Electricity",988,2
"2926",1,5,1,13,5,"Natural Gas",2400,4
"2927",1,1,1,19,1,"Electricity",2002,2
"2928",3,2,1,10,2,"Natural Gas",1516,3
"2929",4,3,1,9,2,"Electricity",4120,2
"2930",1,2,1,13,5,"Electricity",1004,2
"2931",1,4,1,11,4,"Electricity",1250,5
"2932",1,2,1,10,1,"Electricity",4185,2
"2933",1,2,1,24,3,"Propane",2414,2
"2934",2,1,1,12,3,"Electricity",1207,4
"2935",0,4,NA,5,2,"Electricity",1328,1
"2936",2,4,1,13,3,"Natural Gas",1723,2
"2937",3,8,1,24,5,"Natural Gas",3712,2
"2938",3,1,1,11,5,"Propane",4244,2
"2939",1,1,1,12,4,"Electricity",3255,2
"2940",1,3,1,9,5,"Electricity",1638,2
"2941",1,6,1,10,3,"Natural Gas",2739,2
"2942",0,2,NA,7,2,"Electricity",4968,2
"2943",3,1,1,9,3,"Electricity",666,1
"2944",3,1,1,14,2,"Natural Gas",2730,2
"2945",2,4,1,24,3,"Natural Gas",4496,3
"2946",0,2,NA,4,3,"Natural Gas",2245,1
"2947",0,2,NA,9,3,"Natural Gas",1400,1
"2948",0,1,NA,13,5,"Electricity",2518,1
"2949",1,3,1,12,1,"Electricity",2513,2
"2950",1,4,1,10,3,"Electricity",2118,1
"2951",2,3,1,12,2,"Natural Gas",615,2
"2952",2,4,1,20,4,"Electricity",1494,3
"2953",0,1,NA,16,3,"Electricity",840,2
"2954",1,1,1,4,1,"Fuel Oil",934,1
"2955",0,2,NA,9,3,"Electricity",797,1
"2956",2,2,1,24,1,"Fuel Oil",4817,4
"2957",1,1,1,4,2,"Natural Gas",4882,3
"2958",0,2,NA,7,1,"Fuel Oil",756,1
"2959",0,2,NA,8,3,"Natural Gas",1918,1
"2960",1,5,1,9,4,"Electricity",1890,2
"2961",0,2,NA,6,4,"Natural Gas",955,2
"2962",2,2,1,24,2,"Electricity",4590,6
"2963",0,2,NA,5,3,"Electricity",1281,2
"2964",1,2,1,22,3,"Fuel Oil",2592,2
"2965",8,2,1,24,3,"Natural Gas",5117,2
"2966",1,3,1,20,3,"Natural Gas",2496,2
"2967",3,3,1,6,4,"Electricity",2073,3
"2968",1,3,1,2,3,"Electricity",3720,3
"2969",1,4,1,1,4,"Electricity",4000,5
"2970",1,4,1,23,4,"Electricity",4640,3
"2971",3,3,1,19,2,"Electricity",2264,3
"2972",1,3,1,8,4,"Natural Gas",816,7
"2973",1,1,1,19,4,"Electricity",2592,6
"2974",0,1,NA,6,5,"Electricity",454,1
"2975",5,4,1,23,3,"Fuel Oil",2517,4
"2976",3,2,1,13,3,"Natural Gas",3373,5
"2977",0,2,NA,5,5,"Natural Gas",780,2
"2978",1,3,1,11,4,"Electricity",1080,2
"2979",0,2,NA,7,2,"Electricity",2215,2
"2980",2,2,1,9,3,"Electricity",1365,2
"2981",1,1,1,6,2,"Natural Gas",1581,1
"2982",1,1,1,6,3,"Fuel Oil",318,1
"2983",0,3,NA,5,5,"Natural Gas",1411,4
"2984",1,3,1,24,1,"Natural Gas",3323,1
"2985",0,2,NA,7,2,"Natural Gas",564,1
"2986",1,1,1,15,2,"Electricity",1238,1
"2987",2,4,1,15,1,"Natural Gas",1415,2
"2988",0,1,NA,11,4,"Natural Gas",512,1
"2989",1,3,1,20,2,"Natural Gas",7696,2
"2990",0,2,NA,8,2,"Electricity",750,1
"2991",0,2,NA,1,5,"Electricity",612,2
"2992",1,3,1,14,2,"Electricity",945,2
"2993",1,2,0,9,3,"Natural Gas",1760,3
"2994",5,4,1,24,3,"Propane",6034,5
"2995",2,1,1,10,1,"Natural Gas",2251,3
"2996",3,5,1,14,3,"Electricity",3343,3
"2997",0,2,NA,10,4,"Electricity",458,2
"2998",1,2,1,9,4,"Electricity",871,2
"2999",2,2,1,1,2,"Natural Gas",822,2
"3000",1,2,1,23,2,"Natural Gas",2870,2
"3001",2,3,1,16,2,"Natural Gas",2250,2
"3002",1,2,1,23,2,"Natural Gas",4872,2
"3003",1,4,1,17,3,"Electricity",2440,2
"3004",1,2,1,19,3,"Natural Gas",1092,2
"3005",1,4,1,8,4,"Electricity",960,3
"3006",4,3,1,16,1,"Natural Gas",985,2
"3007",1,3,1,17,1,"Natural Gas",3309,3
"3008",2,2,1,22,3,"Electricity",957,2
"3009",2,0,1,9,NA,"Natural Gas",898,3
"3010",1,1,1,13,1,"Electricity",2094,2
"3011",2,1,1,24,2,"Fuel Oil",1944,2
"3012",2,1,1,16,2,"Electricity",1100,2
"3013",0,2,NA,9,3,"Electricity",825,1
"3014",1,4,1,16,3,"Natural Gas",2110,3
"3015",2,2,1,20,3,"Electricity",4314,2
"3016",1,2,1,24,2,"Natural Gas",2100,2
"3017",1,3,1,13,5,"Natural Gas",886,3
"3018",0,2,NA,18,3,"Natural Gas",1775,7
"3019",1,1,1,2,2,"Electricity",1986,3
"3020",0,2,NA,6,4,"Electricity",976,1
"3021",2,5,1,12,3,"Natural Gas",3348,8
"3022",1,1,1,6,3,"Natural Gas",1052,1
"3023",1,4,1,1,4,"Electricity",1299,3
"3024",1,2,1,7,2,"Natural Gas",863,1
"3025",2,4,1,24,2,"Electricity",2862,2
"3026",0,4,NA,10,3,"Electricity",1735,5
"3027",0,1,NA,8,4,"Electricity",824,2
"3028",1,2,1,14,5,"Electricity",2058,2
"3029",1,1,1,9,1,"Electricity",421,1
"3030",1,4,1,15,3,"Natural Gas",2720,3
"3031",1,4,1,23,2,"Fuel Oil",3692,2
"3032",0,1,NA,2,3,"Natural Gas",711,1
"3033",0,2,NA,7,4,"Electricity",1140,1
"3034",1,3,1,11,4,"Natural Gas",3136,1
"3035",1,3,1,13,4,"Electricity",2304,2
"3036",1,2,1,9,4,"Electricity",1012,3
"3037",1,1,1,24,2,"Fuel Oil",2064,1
"3038",2,4,1,20,3,"Fuel Oil",4275,5
"3039",2,3,1,16,5,"Propane",3008,2
"3040",0,2,NA,6,3,"Natural Gas",575,1
"3041",1,1,1,5,5,"Electricity",1983,1
"3042",1,2,1,8,3,"Natural Gas",4267,2
"3043",2,3,1,22,3,"Natural Gas",2177,3
"3044",1,3,1,9,2,"Electricity",2208,3
"3045",4,4,1,24,5,"Electricity",3570,3
"3046",1,4,0,12,4,"Natural Gas",1713,3
"3047",2,2,1,2,2,"Fuel Oil",1080,4
"3048",3,7,1,24,2,"Natural Gas",6323,5
"3049",1,1,1,5,3,"Electricity",1477,1
"3050",1,2,1,23,3,"Electricity",1947,2
"3051",2,4,1,24,2,"Natural Gas",3456,2
"3052",1,1,1,6,3,"Electricity",854,3
"3053",2,2,1,16,4,"Natural Gas",2836,5
"3054",2,2,1,15,4,"Natural Gas",3168,2
"3055",3,5,1,24,2,"Natural Gas",3754,3
"3056",0,2,NA,22,5,"Natural Gas",2229,1
"3057",3,3,1,24,3,"Natural Gas",6560,5
"3058",0,3,NA,5,4,"Electricity",1066,3
"3059",0,2,NA,11,2,"Natural Gas",2496,2
"3060",1,2,1,1,5,"Electricity",3048,3
"3061",2,3,1,3,4,"Natural Gas",3840,3
"3062",1,2,1,24,2,"Electricity",2560,3
"3063",0,1,NA,6,4,"Electricity",2330,1
"3064",1,2,1,13,3,"Natural Gas",2160,2
"3065",2,2,1,24,2,"Natural Gas",3900,2
"3066",0,2,NA,5,5,"Electricity",450,2
"3067",4,4,1,23,2,"Natural Gas",3024,4
"3068",1,3,1,24,3,"Electricity",3125,2
"3069",1,2,1,1,5,"Electricity",1206,1
"3070",3,4,1,14,4,"Natural Gas",1248,4
"3071",0,1,NA,7,1,"Electricity",2300,1
"3072",3,3,1,23,3,"Natural Gas",3186,4
"3073",4,4,1,23,2,"Electricity",3564,3
"3074",2,2,1,10,3,"Natural Gas",1465,2
"3075",0,4,NA,9,1,"Electricity",1272,1
"3076",1,4,1,15,4,"Natural Gas",2368,4
"3077",1,2,1,9,2,"Natural Gas",575,4
"3078",1,1,0,16,2,"Electricity",1012,1
"3079",1,3,1,10,3,"Electricity",879,3
"3080",1,5,1,12,5,"Natural Gas",2621,6
"3081",1,2,1,18,2,"Electricity",2150,2
"3082",1,2,1,8,3,"Electricity",899,5
"3083",2,1,1,23,2,"Electricity",3200,4
"3084",2,2,1,11,2,"Natural Gas",1300,1
"3085",0,4,NA,15,3,"Natural Gas",1376,4
"3086",1,3,1,24,4,"Natural Gas",1792,4
"3087",2,4,1,24,3,"Natural Gas",3896,2
"3088",2,1,1,11,3,"Electricity",949,2
"3089",0,3,NA,5,1,"Natural Gas",2052,2
"3090",4,4,1,17,2,"Fuel Oil",3304,2
"3091",1,3,1,20,3,"Natural Gas",2313,5
"3092",1,2,0,5,3,"Natural Gas",1771,4
"3093",0,2,NA,7,3,"Natural Gas",821,2
"3094",2,2,1,24,2,"Natural Gas",4807,3
"3095",1,3,1,10,2,"Electricity",1053,4
"3096",2,4,1,11,2,"Natural Gas",744,3
"3097",1,3,1,12,5,"Natural Gas",1249,4
"3098",2,2,1,23,4,"Natural Gas",667,2
"3099",1,2,1,22,2,"Propane",1025,4
"3100",2,2,1,12,4,"Fuel Oil",729,1
"3101",2,1,1,13,2,"Natural Gas",2754,2
"3102",1,2,1,13,2,"Electricity",673,2
"3103",5,3,1,24,1,"Natural Gas",5143,6
"3104",4,6,1,24,2,"Electricity",4217,4
"3105",0,3,NA,2,3,"Natural Gas",1559,4
"3106",2,3,1,15,5,"Electricity",2394,3
"3107",0,2,NA,5,5,"Natural Gas",783,1
"3108",1,1,1,15,2,"Natural Gas",2406,1
"3109",0,2,NA,6,4,"Natural Gas",704,2
"3110",2,2,1,11,2,"Natural Gas",1325,5
"3111",1,2,1,14,1,"Electricity",1039,2
"3112",0,1,NA,8,3,"Electricity",810,3
"3113",3,3,1,20,3,"Natural Gas",2958,3
"3114",1,2,1,15,5,"Natural Gas",5020,4
"3115",6,0,1,24,NA,"Electricity",2904,1
"3116",1,2,1,19,2,"Natural Gas",4030,3
"3117",0,1,NA,6,2,"Natural Gas",5250,1
"3118",0,3,NA,6,4,"Natural Gas",720,3
"3119",1,3,1,9,3,"Natural Gas",2444,3
"3120",2,3,1,12,3,"Natural Gas",960,2
"3121",0,1,NA,3,2,"Natural Gas",517,1
"3122",1,4,1,23,2,"Natural Gas",2481,3
"3123",1,1,1,5,3,"Electricity",644,1
"3124",2,1,1,24,2,"Electricity",4550,2
"3125",0,2,NA,12,4,"Natural Gas",958,2
"3126",0,5,NA,19,5,"Natural Gas",2583,2
"3127",2,4,1,7,5,"Electricity",5074,2
"3128",6,3,0,11,3,"Natural Gas",2080,6
"3129",1,4,1,4,5,"Electricity",1634,1
"3130",1,5,1,11,3,"Natural Gas",2160,4
"3131",2,3,1,6,3,"Electricity",1640,2
"3132",0,1,NA,20,4,"Electricity",5049,1
"3133",0,1,NA,6,5,"Electricity",1248,1
"3134",0,3,NA,12,2,"Electricity",1552,2
"3135",0,2,NA,8,3,"Natural Gas",1085,1
"3136",1,3,1,12,5,"Electricity",2397,3
"3137",1,3,1,16,3,"Natural Gas",1163,2
"3138",1,1,1,10,1,"Electricity",2950,1
"3139",3,3,1,19,3,"Electricity",3310,5
"3140",0,3,NA,7,3,"Natural Gas",864,6
"3141",2,4,1,22,3,"Natural Gas",2150,2
"3142",1,4,0,11,3,"Natural Gas",3746,2
"3143",2,3,1,24,3,"Natural Gas",3377,3
"3144",0,3,NA,9,3,"Fuel Oil",2325,2
"3145",4,5,1,15,3,"Electricity",1720,7
"3146",0,1,NA,13,4,"Propane",1820,2
"3147",4,2,1,3,2,"Electricity",1144,3
"3148",2,1,1,24,4,"Natural Gas",1521,3
"3149",1,2,1,12,3,"Natural Gas",996,1
"3150",2,1,1,24,1,"Natural Gas",1499,3
"3151",4,4,1,9,4,"Natural Gas",2016,4
"3152",1,2,1,3,3,"Electricity",1683,2
"3153",2,4,1,21,3,"Electricity",2376,4
"3154",2,3,1,6,5,"Natural Gas",776,2
"3155",2,4,1,14,3,"Natural Gas",2643,2
"3156",1,3,0,19,3,"Electricity",4900,3
"3157",1,5,1,24,2,"Electricity",6280,5
"3158",4,5,1,23,2,"Fuel Oil",10698,4
"3159",2,5,1,19,3,"Electricity",5724,4
"3160",0,1,NA,12,3,"Electricity",1022,1
"3161",1,3,1,15,3,"Natural Gas",3664,2
"3162",1,3,1,9,2,"Natural Gas",1544,5
"3163",4,2,1,24,4,"Electricity",3659,2
"3164",1,2,1,8,3,"Electricity",1440,1
"3165",2,3,1,7,3,"Electricity",1100,2
"3166",1,1,1,10,1,"Fuel Oil",490,1
"3167",0,2,NA,5,5,"Natural Gas",639,1
"3168",4,6,1,24,2,"Natural Gas",11312,4
"3169",2,1,1,15,1,"Electricity",1872,1
"3170",1,3,1,9,4,"Electricity",1050,6
"3171",2,5,1,12,3,"Natural Gas",1539,6
"3172",2,2,1,24,2,"Natural Gas",5221,4
"3173",3,4,1,24,2,"Natural Gas",3264,3
"3174",2,4,1,14,3,NA,3044,2
"3175",1,2,1,10,2,"Fuel Oil",3149,2
"3176",3,1,1,11,4,"Electricity",1821,2
"3177",2,3,1,23,3,"Electricity",2784,4
"3178",1,3,1,12,3,"Electricity",1698,3
"3179",2,2,1,13,2,"Natural Gas",3461,2
"3180",1,3,1,8,3,"Natural Gas",1973,5
"3181",0,1,NA,7,5,"Fuel Oil",2328,1
"3182",1,3,1,14,4,"Electricity",2320,2
"3183",2,2,1,7,3,"Natural Gas",714,2
"3184",1,2,1,8,2,"Electricity",1782,1
"3185",1,4,1,8,4,"Natural Gas",1248,3
"3186",5,4,1,2,3,"Natural Gas",2256,5
"3187",1,4,1,2,2,"Natural Gas",2341,2
"3188",0,1,NA,10,4,"Electricity",1040,2
"3189",1,2,1,12,3,"Electricity",306,2
"3190",0,2,NA,9,3,"Electricity",794,2
"3191",1,1,1,6,4,"Electricity",3368,3
"3192",1,3,1,24,3,"Electricity",3136,2
"3193",1,4,1,8,5,"Electricity",2700,3
"3194",3,4,1,16,1,"Propane",2953,3
"3195",1,1,0,9,1,"Natural Gas",727,1
"3196",3,3,1,24,4,"Propane",2376,2
"3197",2,2,1,23,3,"Natural Gas",1564,2
"3198",0,2,NA,10,2,"Fuel Oil",4188,1
"3199",5,4,1,21,3,"Natural Gas",1200,4
"3200",0,1,NA,6,2,"Electricity",1406,1
"3201",1,4,1,9,4,"Electricity",2262,2
"3202",4,6,1,24,3,"Natural Gas",4839,4
"3203",1,3,1,13,4,"Fuel Oil",1716,4
"3204",0,2,NA,14,3,"Natural Gas",2452,6
"3205",1,2,1,24,2,"Electricity",2018,1
"3206",1,3,1,22,3,"Electricity",5040,3
"3207",1,2,1,8,3,"Natural Gas",3168,1
"3208",1,3,1,4,3,"Natural Gas",1004,1
"3209",2,3,1,24,4,"Fuel Oil",2304,2
"3210",1,2,1,17,4,"Electricity",2635,2
"3211",1,3,1,13,3,"Natural Gas",1104,1
"3212",1,4,1,17,3,"Natural Gas",1378,1
"3213",1,3,1,15,3,"Propane",4642,2
"3214",1,2,1,12,4,"Electricity",870,2
"3215",2,4,1,17,2,"Natural Gas",2976,4
"3216",1,2,1,22,2,"Electricity",4524,3
"3217",2,3,1,19,3,"Fuel Oil",3045,3
"3218",3,1,1,24,2,"Natural Gas",3704,5
"3219",0,2,NA,4,2,"Natural Gas",1073,1
"3220",1,1,1,8,2,"Natural Gas",1536,1
"3221",1,2,1,17,3,"Fuel Oil",1428,2
"3222",2,2,1,11,4,"Natural Gas",1644,4
"3223",2,4,1,7,4,"Electricity",1061,5
"3224",1,2,1,9,3,"Natural Gas",3564,2
"3225",0,3,NA,6,2,"Electricity",1220,3
"3226",1,2,1,7,3,"Electricity",3800,2
"3227",2,2,1,16,1,"Electricity",2248,2
"3228",1,3,1,3,5,"Natural Gas",1248,4
"3229",1,1,1,7,2,"Propane",1171,1
"3230",3,4,1,10,2,"Electricity",5605,2
"3231",0,1,NA,1,2,"Electricity",924,1
"3232",3,5,1,21,5,"Natural Gas",2452,5
"3233",1,4,1,24,2,"Natural Gas",2724,1
"3234",1,3,1,6,3,"Natural Gas",3015,1
"3235",1,2,1,8,4,"Natural Gas",3008,1
"3236",2,2,1,10,4,"Fuel Oil",716,5
"3237",1,4,1,12,4,"Electricity",2412,5
"3238",2,4,1,17,3,"Natural Gas",3510,2
"3239",1,1,1,11,3,"Natural Gas",1508,1
"3240",0,4,NA,15,5,"Propane",3766,5
"3241",1,2,1,20,5,"Natural Gas",1920,2
"3242",1,2,1,9,2,"Natural Gas",608,3
"3243",1,2,1,15,3,"Electricity",1960,2
"3244",0,2,NA,7,2,"Electricity",1724,2
"3245",3,3,1,17,3,"Electricity",3249,4
"3246",5,4,1,12,3,"Natural Gas",5724,5
"3247",4,2,1,24,1,"Natural Gas",2232,5
"3248",1,1,1,15,3,"Electricity",3282,4
"3249",0,3,NA,8,5,"Electricity",1456,3
"3250",3,3,1,24,4,"Electricity",2816,2
"3251",3,4,1,24,3,"Natural Gas",3397,4
"3252",2,2,1,22,2,"Solar",3099,2
"3253",1,3,1,24,5,"Propane",2156,2
"3254",0,3,NA,13,5,"Natural Gas",2232,2
"3255",1,2,1,18,1,"Natural Gas",2868,1
"3256",1,2,1,12,3,"Propane",2321,2
"3257",1,1,1,10,3,"Natural Gas",2540,1
"3258",3,2,1,24,2,"Natural Gas",3500,2
"3259",1,3,1,23,2,"Natural Gas",3108,2
"3260",0,2,NA,9,3,"Propane",2830,1
"3261",2,3,1,9,4,"Electricity",1350,2
"3262",2,1,1,6,1,"Electricity",3117,2
"3263",2,1,1,1,4,"Natural Gas",616,2
"3264",3,2,1,17,3,"Electricity",1690,3
"3265",0,2,NA,24,1,"Electricity",2100,2
"3266",4,1,1,24,2,"Natural Gas",3450,3
"3267",1,2,0,6,3,"Electricity",590,1
"3268",0,2,NA,8,2,"Electricity",389,2
"3269",2,4,1,15,3,"Electricity",3692,5
"3270",0,3,NA,6,4,"Electricity",686,8
"3271",2,4,1,12,2,"Natural Gas",2444,4
"3272",0,2,NA,8,4,"Electricity",2040,1
"3273",1,3,1,12,2,"Natural Gas",3060,3
"3274",2,4,1,24,4,"Electricity",2775,2
